180458	8627
170512	7844
159937	7067
149316	6268
138863	5489
130689	4758
122031	4159
113704	3565
102863	2935
92381	2373
83712	1941
75795	1550
66479	1218
59513	965
52318	728
44635	519
37258	385
30811	285
25665	210
20875	114
15168	114
10356	44
7102	35
4152	12
2382	12
1700	7
950	7
729	3
524	0
421	0
216	0
216	0
173	0
142	0
105	0
76	0
33	0
22	0
6	0
